年,月日,データ種別,事柄,終了年,終了月日,地域,詳細レベル,区分,関連国,補足,キーワード,,,,
-200,2月,5,漢、都を長安に移す。,-200,,アジア,1,,中国,,,,,,
-200,,5,匈奴を率いた冒頓単于、漢の高祖の軍を破る。,-200,,アジア,1,,中国,,,,,,
-200,,5,バクトリアが北西インドに侵入。,-200,,アジア,1,,印,,,,,,
-200,,5,ローマでラティフンディア（大土地所有制）、奴隷の形成進む。,-200,,欧米,1,,ローマ,,,,,,
-200,,5,メキシコ高原にテオティワカン文明興る,600,,欧米,1,,南米,,,,,,
-200,,5,ローマで閥族派と平民派の対立、激しくなる。,-100,,欧米,1,,ローマ,,,,,,
-200,,5,ローマ、内乱の１世紀となる。無産市民のパンと見せ物の要求強まる。,-100,,欧米,1,,ローマ,,,,,,
-196,,5,エジプトでロゼッタ＝ストーン作成される。　→　神聖文字（ヒエログリフ）,-196,,欧米,1,,エジプト,,,,,,
-195,,5,衛満、衛氏朝鮮を建国。,-195,,アジア,1,,韓国,,,,,,
-190,9月,5,漢の都長安が完成する。,-190,,アジア,1,,中国,,,,,,
-180,,5,インドのマウリヤ朝が滅亡。インドは分裂期に入る。,-180,,アジア,1,,印,,,,,,
-171,,5,パルティア、ミトラダテス１世即位。全盛期となる。,-171,,アジア,1,,中東,,パルティア,,,,
-168,,5,ピュドナの戦い敗れたマケドニア王国が滅亡。後にローマの属州とされる。,-168,,欧米,1,,ローマ:ギリシア,,,,,,
-166,,5,ユダヤ人、セレウコス朝からの自立を求めマカベア戦争を戦う。,-166,,アジア,1,,中東,,,,,,
-155,,5,バクトリアのメナンドロス王の許で全盛期に。,-155,,アジア,1,,中東,,,,,,
-154,1月,5,呉楚七国の乱を漢が鎮定。,-154,,アジア,1,,中国,,,,,,
-149,,5,第３回ポエニ戦争始まる（～146bc）。スキピオ（小）率いるローマ軍はカルタゴを包囲。,-149,,欧米,1,,ローマ,,,,,,
-149,,5,ローマの弁論家カトー（大）、死去。,-149,,欧米,1,,ローマ,,,,,,
-146,,5,第３回ポエニ戦争終わる。ローマ、カルタゴを破壊、属州アフリカとする。,-146,,欧米,1,,ローマ,,,,,,
-146,,5,ローマ、コリントを征服。,-146,,欧米,1,,ローマ,,,,,,
-142,,5,パレスチナにユダヤ人国家ハスモン朝が自立。,-142,,アジア,1,,中東,,,,,,
-141,1月,5,漢の武帝が即位。,-141,,アジア,1,,中国,,,,,,
-140,,5,この年を漢で初めての年号、建元元年とする。,-140,,アジア,1,,中国,,,,,,
-139,,5,漢の武帝、張騫を大月氏に派遣。,-139,,アジア,1,,中国,,,,,,
-139,,5,この年、一説にバクトリア滅亡。,-139,,アジア,1,,中東,,,,,,
-136,,5,漢の武帝が五経博士を置く。,-136,,アジア,1,,中国,,,,,,
-135,,5,シチリアの奴隷反乱（第一次）始まる。,-135,,アジア,1,,中東,,,,,,
-133,,5,ペルガモン王国、領土をローマに献上。反対派はアリストニコスの蜂起を起こすも鎮圧される。,-133,,欧米,1,,ローマ,,,,,,
-133,,5,ローマでグラックス兄が護民官となり、改革始まる。,-133,,欧米,1,,ローマ,,,,,,
-132,,5,ローマ　グラックス兄、議場で撲殺される。,-132,,欧米,1,,ローマ,,,,,,
-129,,5,漢の武帝、将軍衛青に匈奴討伐を命じる。,-129,,アジア,1,,中国,,,,,,
-126,,5,張騫、西域から帰国。多くの情報をもたらす。,-126,,アジア,1,,中国,,,,,,
-123,,5,グラックス弟、護民官となる。,-123,,欧米,1,,ローマ,,,,,,
-121,,5,漢の将軍霍去病、匈奴を討つ。,-121,,アジア,1,,中国,,,,,,
-121,,5,グラックス弟、反対派に襲撃され自殺。,-121,,欧米,1,,ローマ,,,,,,
-119,,5,漢の武帝、張騫を烏孫に派遣。,-119,,アジア,1,,中国,,,,,,
-119,,5,漢、塩・鉄の専売制を導入。後に酒も加えられる。,-119,,アジア,1,,中国,,,,,,
-119,,5,漢、五銖銭を発行。,-119,,アジア,1,,中国,,,,,,
-115,,5,漢の武帝、桑弘羊の献策を容れ均輸法実施。,-115,,アジア,1,,中国,,,,,,
-111,,5,漢の武帝、南越を滅ぼしベトナム北部に日南郡など九郡を置く。,-111,,アジア,1,,中国:ベトナム,,,,,,
-111,,5,ローマ、北アフリカのヌミディア王とのユグルタ戦争。,-105,,欧米,1,,ローマ,,,,,,
-110,,5,漢で平準法実施。,-110,,アジア,1,,中国,,,,,,
-108,,5,漢の武帝、衛氏朝鮮を滅ぼし、楽浪郡など四郡を置く。,-108,,アジア,1,,中国,,,,,,
-107,,5,マリウス、ローマの兵制改革を行い職業軍人制を導入。,-107,,欧米,1,,ローマ,,,,,,
-104,,5,漢の武帝、大宛（フェルガナ）への遠征開始。,-104,,アジア,1,,中国,,,,,,
-104,,5,シチリアの奴隷反乱（第二次）始まる。,-104,,欧米,1,,ローマ,,,,,,
-100,,5,この頃にエチオピアにアクスム王国が成立。,800,,アジア,1,,中東,,,,,,
-100,,5,末頃、インドシナ半島南部に扶南成立。,-100,,アジア,1,,印,,,,,,
-99,,5,将軍李陵、匈奴に捕らえられる。,-99,,アジア,1,,中国,,,,,,
-98,,5,司馬遷、宮刑に処せられる。,-98,,アジア,1,2,中国,,,,,,
-91,,5,司馬遷が『史記』を完成させる。,-91,,アジア,1,2,中国,,,,,,
-91,,5,イタリア同盟市戦争（～88bc）。スラが鎮圧に当たる。イタリア全土にローマ市民権拡大。,-91,,欧米,1,,ローマ,,,,,,
-88,,5,小アジア、ポントス王とローマのミトリダテス戦争。スラ、ポンペイウス鎮圧に当たる。,-63,,欧米,1,,ローマ,,,,,,
-87,2月,5,漢の武帝が死去。,-87,,アジア,1,,中国,,,,,,
-82,,5,ローマでスラが独裁官となる。,-82,,欧米,1,,ローマ,,,,,,
-75,,5,インドのサータヴァーハナ朝、デカン高原西部を抑える。,-75,,アジア,1,,印,,,,,,
-73,,5,スパルタクスの反乱起きる。剣闘士奴隷の反抗、全ローマの奴隷反乱に広がる。,-71,,欧米,1,,ローマ,,,,,,
-73,,5,サカ族、北西インドに侵入。,-71,,アジア,1,,印,,,,,,
-64,,5,ポンペイウス、東方遠征、セレウコス朝シリア滅亡。,-64,,欧米,1,,ローマ,,,,,,
-63,,5,ユダヤのハスモン朝、ローマに敗れ、パレスチナがローマの支配を受ける。,-63,,欧米,1,,ローマ,,,,,,
-63,,5,キケロがコンスルに就任。カティリーナ陰謀事件を暴く。,-63,,欧米,1,,ローマ,,,,,,
-60,,5,匈奴の内紛始まる。　→　匈奴の東西分裂。,-60,,アジア,1,,中国,,,,,,
-60,,5,第１回三頭政治。ポンペイウス、クラッスス、カエサル。,-49,,欧米,1,,ローマ,,,,,,
-59,,5,漢が西域都護を置く。,-59,,アジア,1,,中国,,,,,,
-58,,5, カエサル、ガリア遠征に出発。　→　『ガリア戦記』,-51,,欧米,1,,ローマ,,,,,,
-55,,5, カエサル、はじめてブリテン島に渡る。,-55,,欧米,1,,ローマ,,,,,,
-54,,5,この頃匈奴の呼韓邪単于、漢に降る。　→　東匈奴。,-54,,アジア,1,,中国,,,,,,
-53,,5,クラッスス、パルティアとのカルラエの戦いで戦死。,-53,,アジア,1,,ローマ:中東,,パルティア,,,,
-52,,5,カエサル、ガリアの反乱を鎮圧。,-52,,欧米,1,,ローマ,,,,,,
-49,1月10日,5,カエサル、ルビコンを渡り、ローマに進軍。,-49,,欧米,1,,ローマ,,,,,,
-48,8月,5,カエサル、アレクサンドリアを焼き討ち。ムセイオン焼け落ちる。,-48,,欧米,1,,ローマ,,,,,,
-47,,5,クレオパトラ(7世)、プトレマイオス朝エジプトの女王となる。,-47,,欧米,1,,エジプト,,,,,,
-46,,5,カエサル、ローマに凱旋、10年任期の独裁官となる。,-46,,欧米,1,,ローマ,,,,,,
-45,,5,カエサル、ユリウス暦を制定。,-45,,欧米,1,,ローマ,,,,,,
-44,,5,カエサル、終身の独裁官となる。,-44,,欧米,1,,ローマ,,,,,,
-44,,5,カエサル、ブルートゥスらによって暗殺される。,-44,,欧米,1,,ローマ,,,,,,
-43,,5,第２回三頭政治。アントニウス、レピドゥス、オクタウィアヌス,-37,,欧米,1,,ローマ,,,,,,
-43,,5,キケロ、アントニウスによって殺害される。,-43,,欧米,1,,ローマ,,,,,,
-37,,5,ヘロデ王がユダヤを支配。,-37,,欧米,1,,ローマ,,,,,,
-36,,5,西匈奴、漢の西域都護によって滅ぼされる。,-36,,アジア,1,,中国,,,,,,
-31,,5,アクティウムの海戦で、オクタウィアヌスがアントニウスとクレオパトラの連合軍を破る。,,,欧米,1,,ローマ,,,,,,
-30,,5,プトレマイオス朝エジプトの滅亡。ローマの地中海世界支配。,-30,,欧米,1,,エジプト,,,,,,
-27,,5,アウグストゥス ローマ皇帝となる。元首政、プリンケプス,-27,,欧米,1,,ローマ,オクタヴィアヌス、アウグストゥスとなる。　→　ローマ皇帝。元首政、プリンケプス,,,,,
-27,,5,ローマ帝国による「ローマの平和」が実現。,-27,,欧米,1,,ローマ,,,,,,
-27,,1,ローマ帝国,476,,欧米,1,,ローマ,,,,,,
-19,,5,ウェルギリウス没。,-19,,欧米,1,2,ローマ,,,,,,
-8,,5,ホラティウス没。,-8,,欧米,1,2,ローマ,,,,,,
-7,,5,漢の哀帝、限田策を実施。,    -7,,アジア,1,,中国,,,,,,
-7,,5,イエスが生まれる。（諸説あり）,    -7,,欧米,1,,,,宗教,,,,
1,,5,インドで大乗仏教が起こる。仏像が作られるようになる。,99,,アジア,1,2,印,,宗教,,,,
1,,5,北インドのガンダーラで仏教美術栄える。,299,,アジア,1,2,印,,宗教:美術,,,,
1,,5,この頃東南アジア、ローマと交易。扶南のオケオ遺跡,99,,欧米,1,,ローマ,東南アジア：扶南,,,,,
6,,5,ローマ、パレスチナを属州とする。,6,,欧米,1,,ローマ,,,,,,
8,,5,オウィディウス、ローマから追放される。,8,,欧米,1,,ローマ,,,,,,
8,12,20,「新」建国：王莽、帝位を奪う。,8,,アジア,1,,中国,,,,,,
9,,5,ローマ軍、トイトブルクの戦いでゲルマン軍に敗れる。,9,,欧米,1,,ローマ,,,,,,
14,8月19日,5,アウグストゥス死去。ティベリウスが二代皇帝に。,14,,欧米,1,,ローマ,,,,,,
18,,5,赤眉の乱起こる。～27,27,,アジア,1,,中国,,,,,,
25,4月,20,後漢建国：劉秀が光武帝となる。都洛陽,25,,アジア,1,,中国,,,,,,
30,,20,イエス、処刑される。,30,,欧米,1,,,　→　キリスト、キリスト紀元、キリスト教,宗教,,,,
40,2月,5,ベトナムで徴姉妹の反乱起こる。,40,,アジア,1,,ベトナム,,,,,,
41,,5,ローマ皇帝カリグラ（即位37年）、殺害される。,41,,欧米,1,,ローマ,,,,,,
43,,1,英：ローマ時代,410,,欧米,1,,英,,,,,,
43,,5,ローマ、ブリテン島を征服。属州ブリタニアとする。,43,,欧米,1,,ローマ,,,,,,
48,,5,南匈奴が漢に降る。　→　匈奴の南北分裂。,48,,アジア,1,,中国,,,,,,
51,,5,パウロ、ローマ帝国でキリスト教伝道。,57,,欧米,1,,ローマ,,宗教,,,,
57,,5,倭の奴国王、後漢の光武帝に遣使。金印を授かる。,57,,日本,1,,日本,,,,,,
60,,5,ブリタニアで反ローマ暴動。,60,,欧米,1,,ローマ,,,,,,
64,7月,5,ネロ、ローマの大火を口実にキリスト教徒を迫害。ペテロらが殉教。,64,,欧米,1,,ローマ,,宗教,,,,
65,4月,5,哲学者セネカ、ネロ帝に死を命じられ自殺。,65,,欧米,2,,ローマ,,,,,,
66,,20,ユダヤ戦争始まる（～74）。ユダヤ人の離散始まる。,74,,欧米,1,,,,,,,,
68,,5,ネロ帝、自殺する。,68,,欧米,1,,ローマ,,,,,,
69,,5,ローマ皇帝ウェスパシアヌス。～79,69,,欧米,1,,ローマ,,,,,,
70,,5,ローマ軍、エルサレムを破壊。,70,,欧米,1,,ローマ:中東,,,,,,
73,,5,後漢の班超が西域に遠征。,74,,アジア,1,,中国,,,,,,
79,8月24日,20,ポンペイ、ヴェスヴィオ火山噴火で埋没。プリニウス被災。,79,,欧米,1,,伊:ローマ,,,,,,
80,,5,ティトウス帝の時、ローマのコロッセウム完成する。,80,,欧米,1,,ローマ,,,,,,
82,,5,班固の『漢書』がこの頃完成。,82,,アジア,1,2,中国,,,,,,
91,,5,後漢、班超を西域都護に任命。,91,,アジア,1,,中国,,,,,,
96,,1,ローマ帝国、五賢帝の時代。,180,,欧米,1,,ローマ,,,,,,
96,,3,ネルウァ皇帝,98,,欧米,1,,ローマ,,,,,,
97,,5,後漢の甘英を西方に派遣。安息国を通り、条支国に達する。,97,,アジア,1,,中国,,,,,,
98,,5,タキトゥス没、『ゲルマニア』刊行。,98,,欧米,1,2,ローマ,,,,,,
98,1月,20,トラヤヌス帝。ローマ帝国領、最大となる。～117,98,,欧米,1,,ローマ,,,,,,
100,,5,中頃　クシャーナ朝でナーガールジュナが大乗仏教理論を大成。,199,,アジア,1,,印,,宗教,,,,
101,,5,トラヤヌス、ダキア遠征を開始（～106）。属州とする。,101,,欧米,1,,ローマ,,,,,,
105,,5,後漢の蔡倫が紙を作ったとされる（後漢書）。,105,,アジア,1,,中国,,,,,,
107,,5,倭国王の帥升、生口１６０人を後漢に朝貢。,107,,アジア,1,,中国,,,,,,
114,,5,トラヤヌスの東方遠征開始（～117年）。パルティアからアルメニア・メソポタミアを奪う。,114,,欧米,1,,ローマ:中東,,パルティア,,,,
117,8月,20,ローマ帝国、ハドリアヌス帝が即位（～138）。,117,,欧米,1,,ローマ,,,,,,
118,,5,ハドリアヌス帝、ローマのパンテオンの再建に着手。,118,,欧米,1,,ローマ,,,,,,
121,,5,中国最古の字典『説文解字』、この頃完成。,121,,アジア,1,2,中国,,,,,,
122,,5,ハドリアヌス帝、ブリタニアに長城を築く。,122,,欧米,1,,ローマ,,,,,,
130,,5,北西インドのクシャーナ朝、カニシカ王の許で全盛期に。,170,,アジア,1,,印,,,,,,
131,,5,第２次ユダヤ戦争。,135,,欧米,1,,ローマ,,,,,,
138,7月,5,ローマ、アントニヌス・ピウス帝（～161）。,138,,欧米,1,,ローマ,,,,,,
161,3月,5,マルクス・アウレリウス・アントニヌスが即位（～180）。『自省録』を著す。,161,,欧米,1,,ローマ,,,,,,
166,,5,後漢で党錮の禁起こる。宦官と党人（官僚）の争い激化。,169,,アジア,1,,中国,,,,,,
166,,20,大秦王安敦（ローマ皇帝か）の使者、後漢（日南郡）に来る。,166,,アジア,1,,中国,,,,,,
180,3月17日,5,マルクス・アウレリウス・アントニヌス、ゲルマン人と戦い、ウィンドボナ付近で陣没。,180,,欧米,1,,ローマ,,,,,,
184,2月,5,後漢で黄巾の乱起こる。,184,,アジア,1,,中国,,,,,,
189,4月,5,後漢の霊帝死去。後漢、滅亡に向かう。,189,,アジア,1,,中国,,,,,,
192,,5,チャム人が後漢から独立。後にチャンパー王国となる。,192,,アジア,1,,中国,,,,,,
196,5月,5,曹操が後漢の献帝を保護。屯田制をしく。,196,,アジア,1,,中国,,,,,,
200,,5,この頃までにインドで『マヌ法典』が作られる。,200,,アジア,1,,印,,,,,,
205,,5,遼東太守公孫氏、楽浪郡の南を割いて帯方郡を置く。,205,,アジア,1,,中国,,,,,,
207,,5,劉備、諸葛孔明を三顧の礼で迎える。,207,,アジア,1,,中国,,,,,,
208,,5,赤壁の戦い。曹操と孫権・劉備連合軍の戦い。天下三分の形勢となる,208,,アジア,1,,中国,,,,,,
209,,5,高句麗、丸都城を築く（実質的な建国）。,209,,アジア,1,,韓国,,,,,,
212,2月,5,カラカラ帝、アントニヌス勅令を制定。万民法,212,,欧米,1,,ローマ,,,,,,
216,4月14日,5,<中東>イランでマニが生まれる。,216,,アジア,1,,中東,,,,,,
216,,5,曹操、魏王となる。,216,,アジア,1,,中国,,,,,,
216,,5,カラカラ帝、ローマに大公共浴場を建設。,216,,欧米,2,,ローマ,,,,,,
220,,1,三国時代の始まり。,280,,アジア,1,,中国,,,,,,
220,1月,5,後漢の滅亡。献帝から禅譲を受け曹丕（文帝）即位。魏の建国。九品中正制を実施。,220,,アジア,1,,中国,,,,,,
221,4月,5,劉備が蜀（蜀漢）を建てる。都は成都。,221,,アジア,1,,中国,,,,,,
222,10,5,孫権が呉王となる。,222,,アジア,1,,中国,,,,,,
226,,20,<中東>ササン朝ペルシア建国：アルデシール１世。ゾロアスター教を国教とする。,226,,アジア,1,,中東,,ササン朝ペルシア,,,,
